tarih,coin,secilen_strateji,test_getirisi_yuzde,en_iyi_5
2026-09-20 04:24:06,NEAR/USDT,Dusuk oynaklik,83.09,Dusuk oynaklik:+83.1% | ATR kirilma:+78.9% | Momentum 180:+64.6% | MACD:+63.9% | MA kesisme 50/200:+63.5%
2026-09-20 04:24:06,SUI/USDT,SMA trend 100,30.04,SMA trend 100:+30.0% | MA kesisme 20/100:+24.8% | Momentum 90:+23.2% | Major Trend Surucusu:+20.0% | Donchian 55/20:+16.8%
2026-09-20 04:24:06,ENA/USDT,SMA trend 200,93.6,SMA trend 200:+93.6% | Donchian 20/10:+86.2% | Destek/Direnc kirilmasi:+84.9% | MA kesisme 50/200:+83.8% | SMA trend 100:+82.0%
2026-09-20 04:24:06,AVAX/USDT,SMA trend 100,32.1,SMA trend 100:+32.1% | Major Trend Surucusu:+30.3% | SMA trend 200:+29.4% | Momentum 90:+27.5% | MA kesisme 50/200:+26.5%
2026-09-20 04:24:06,UNI/USDT,SMA trend 200,114.18,SMA trend 200:+114.2% | MA kesisme 50/200:+108.3% | Momentum 90:+107.1% | MA kesisme 20/100:+103.9% | Momentum 180:+99.7%
2026-09-20 04:24:06,DOGE/USDT,Donchian 20/10,20.59,Donchian 20/10:+20.6% | SMA trend 100:+20.2% | Momentum 90:+17.4% | MA kesisme 20/100:+14.9% | Destek/Direnc kirilmasi:+10.4%
2026-09-20 04:24:06,BNB/USDT,Momentum 90,16.08,Momentum 90:+16.1% | Donchian 55/20:+15.6% | Major Trend Surucusu:+14.4% | Donchian 20/10:+14.2% | Destek/Direnc kirilmasi:+13.0%
2026-09-20 04:24:06,BANK/USDT,SFP (likidite avi),19.28,SFP (likidite avi):+19.3% | ATR kirilma:+17.9% | Donchian 20/10:+13.2% | Dusuk oynaklik:+13.1% | Destek/Direnc kirilmasi:+10.0%
2026-09-20 04:24:06,ONE/USDT,Donchian 55/20,380.6,Donchian 55/20:+380.6% | MA kesisme 50/200:+369.2% | SMA trend 100:+353.9% | Momentum 180:+350.4% | Momentum 90:+339.1%
2026-09-20 04:24:06,PEPE/USDT,Fair Value Gap,38.74,Fair Value Gap:+38.7% | Major Trend Surucusu:+29.8% | MA kesisme 50/200:+26.8% | SMA trend 200:+25.5% | Donchian 55/20:+24.6%
2026-09-20 04:24:06,G/USDT,MA kesisme 20/100,212.58,MA kesisme 20/100:+212.6% | Momentum 90:+187.9% | SMA trend 100:+187.3% | SMA trend 200:+175.8% | SMA trend 50:+171.1%
2026-09-20 04:24:06,ZAMA/USDT,Donchian 20/10,82.14,Donchian 20/10:+82.1% | Donchian 55/20:+82.1% | SMA trend 50:+76.9% | SMA trend 200:+70.9% | SMA trend 100:+68.7%
2026-09-20 04:24:06,TAO/USDT,MA kesisme 20/100,23.94,MA kesisme 20/100:+23.9% | SMA trend 100:+22.8% | Momentum 90:+21.6% | SMA trend 200:+18.9% | ATR kirilma:+17.3%
2026-09-20 04:24:06,AR/USDT,SMA trend 100,124.53,SMA trend 100:+124.5% | SMA trend 50:+115.8% | Destek/Direnc kirilmasi:+106.2% | SMA trend 200:+91.9% | Dusuk oynaklik:+91.6%
2026-09-20 04:24:06,FIL/USDT,Destek/Direnc kirilmasi,53.52,Destek/Direnc kirilmasi:+53.5% | ATR kirilma:+49.2% | SMA trend 50:+44.6% | Donchian 20/10:+41.1% | Donchian 55/20:+39.1%
2026-09-20 04:24:06,INJ/USDT,Destek/Direnc kirilmasi,67.79,Destek/Direnc kirilmasi:+67.8% | ATR kirilma:+64.7% | SMA trend 200:+58.0% | Donchian 55/20:+54.1% | SMA trend 50:+51.3%
2026-09-20 04:24:06,ADA/USDT,MA kesisme 20/100,18.55,MA kesisme 20/100:+18.6% | Major Trend Surucusu:+18.4% | Momentum 90:+13.8% | SMA trend 100:+12.5% | Donchian 55/20:+8.2%
2026-09-20 04:24:06,LINK/USDT,SMA trend 100,18.25,SMA trend 100:+18.2% | Destek/Direnc kirilmasi:+17.5% | SMA trend 200:+17.0% | ATR kirilma:+16.5% | Fair Value Gap:+12.3%
2026-09-20 04:24:06,ONDO/USDT,Momentum 90,22.28,Momentum 90:+22.3% | MA kesisme 20/100:+16.4% | SMA trend 200:+11.5% | SMA trend 100:+9.7% | Dusuk oynaklik:+8.6%
2026-09-20 04:24:06,ARB/USDT,MA kesisme 20/100,147.41,MA kesisme 20/100:+147.4% | Momentum 90:+145.8% | SMA trend 100:+133.0% | SMA trend 200:+119.8% | Donchian 55/20:+110.9%
2026-09-20 04:24:06,XLM/USDT,Kirilim-GeriCekilme-Toparlanma,10.92,Kirilim-GeriCekilme-Toparlanma:+10.9% | RSI 30/60:+7.8% | Fair Value Gap:+7.8% | Hacim-Fiyat Uyumsuzlugu:+6.0% | Destek/Direnc kirilmasi:+2.9%
2026-09-20 04:24:06,WLD/USDT,SMA trend 100,35.94,SMA trend 100:+35.9% | Hacim-Fiyat Uyumsuzlugu:+24.7% | RSI 30/60:+24.5% | MA kesisme 20/100:+23.0% | Momentum 90:+20.5%
2026-09-20 04:24:06,TRX/USDT,Hacim-Fiyat Uyumsuzlugu,6.17,Hacim-Fiyat Uyumsuzlugu:+6.2% | Tepe/Dip (rejim uyarlanabilir):+3.2% | Destek/Direnc kirilmasi:+0.6% | SMA trend 100:+0.4% | Order Block:-0.0%
2026-09-20 04:24:06,PROVE/USDT,Dusuk oynaklik,26.01,Dusuk oynaklik:+26.0% | MA kesisme 50/200:+19.9% | Momentum 90:+19.7% | SMA trend 200:+18.7% | MA kesisme 20/100:+17.7%
2026-09-20 04:24:06,TRUMP/USDT,Fair Value Gap,45.17,Fair Value Gap:+45.2% | SMA trend 200:+41.4% | MA kesisme 50/200:+40.3% | MACD:+32.3% | Momentum 180:+28.8%
2026-09-20 04:24:06,LTC/USDT,MA kesisme 20/100,21.96,MA kesisme 20/100:+22.0% | Donchian 20/10:+18.3% | SMA trend 100:+17.3% | Momentum 180:+15.4% | Momentum 90:+15.0%
2026-09-20 04:24:06,STRK/USDT,Momentum 90,63.78,Momentum 90:+63.8% | Dusuk oynaklik:+53.8% | MA kesisme 20/100:+49.0% | SMA trend 100:+48.8% | Momentum 180:+46.5%
2026-09-20 04:24:06,APT/USDT,MA kesisme 20/100,45.37,MA kesisme 20/100:+45.4% | Momentum 90:+40.3% | Major Trend Surucusu:+38.5% | Donchian 55/20:+38.2% | Destek/Direnc kirilmasi:+35.2%
2026-09-20 04:24:06,U/USDT,Donchian 55/20,0.0,Donchian 55/20:+0.0% | RSI 20/50:+0.0% | SFP (likidite avi):+0.0% | Donchian 20/10:-0.0% | Dusuk oynaklik:-0.0%
2026-09-20 04:24:06,ASTER/USDT,Bollinger 20/2,15.25,Bollinger 20/2:+15.2% | Tepe/Dip (rejim uyarlanabilir):+10.4% | Hacim-Fiyat Uyumsuzlugu:+6.9% | Momentum 90:+6.3% | SMA trend 200:+6.3%
2026-09-20 04:24:06,XTZ/USDT,Destek/Direnc kirilmasi,54.91,Destek/Direnc kirilmasi:+54.9% | Dusuk oynaklik:+53.5% | SMA trend 200:+46.6% | MA kesisme 20/100:+45.9% | Donchian 20/10:+42.9%
2026-09-20 04:24:06,FET/USDT,Destek/Direnc kirilmasi,28.44,Destek/Direnc kirilmasi:+28.4% | Major Trend Surucusu:+25.1% | SMA trend 100:+22.7% | MA kesisme 20/100:+18.5% | Donchian 55/20:+18.5%
2026-09-20 04:24:06,HBAR/USDT,MA kesisme 20/100,13.17,MA kesisme 20/100:+13.2% | SMA trend 100:+13.1% | Major Trend Surucusu:+7.5% | Donchian 55/20:+6.4% | SMA trend 200:+5.9%
2026-09-20 04:24:06,CELR/USDT,Destek/Direnc kirilmasi,101.13,Destek/Direnc kirilmasi:+101.1% | Momentum 180:+98.2% | MA kesisme 20/100:+95.0% | Donchian 20/10:+94.9% | SMA trend 50:+91.4%
2026-09-20 04:24:06,SYN/USDT,MA kesisme 20/100,143.12,MA kesisme 20/100:+143.1% | Momentum 90:+126.4% | SMA trend 200:+118.1% | Donchian 55/20:+105.5% | MA kesisme 50/200:+104.3%
2026-09-21 14:25:49,BTC/USDT,MACD,11.32,MACD:+11.3% | Dusuk oynaklik:+8.4% | ATR kirilma:+7.6% | Donchian 20/10:+4.4% | RSI 30/60:+3.2%
2026-09-21 14:25:49,ETH/USDT,Dusuk oynaklik,10.93,Dusuk oynaklik:+10.9% | Tepe/Dip (rejim uyarlanabilir):+10.8% | RSI 30/60:+9.4% | MACD:+8.1% | Bollinger 20/2:+4.1%
2026-09-21 14:25:49,SOL/USDT,MACD,32.87,MACD:+32.9% | ATR kirilma:+22.6% | Dusuk oynaklik:+21.5% | Donchian 20/10:+20.3% | Destek/Direnc kirilmasi:+19.5%
2026-09-21 14:25:49,ZEC/USDT,Dusuk oynaklik,90.47,Dusuk oynaklik:+90.5% | MA kesisme 50/200:+86.7% | Momentum 90:+77.9% | Momentum 180:+77.4% | SMA trend 200:+70.1%
2026-09-21 14:25:49,NEAR/USDT,Dusuk oynaklik,117.02,Dusuk oynaklik:+117.0% | MACD:+98.3% | ATR kirilma:+83.4% | Momentum 180:+70.2% | MA kesisme 50/200:+68.9%
2026-09-21 14:25:49,XRP/USDT,MACD,15.66,MACD:+15.7% | RSI 30/60:+13.6% | Donchian 20/10:+8.4% | ATR kirilma:+8.2% | Hacim-Fiyat Uyumsuzlugu:+7.9%
2026-09-21 14:25:49,SUI/USDT,SMA trend 100,40.25,SMA trend 100:+40.3% | MA kesisme 20/100:+34.6% | Momentum 90:+32.8% | Dusuk oynaklik:+30.1% | Donchian 55/20:+28.1%
2026-09-21 14:25:49,BNB/USDT,Momentum 90,14.82,Momentum 90:+14.8% | Dusuk oynaklik:+13.5% | MACD:+12.5% | ATR kirilma:+11.5% | SMA trend 200:+11.1%
2026-09-21 14:25:49,DOGE/USDT,SMA trend 100,11.03,SMA trend 100:+11.0% | RSI 30/60:+8.5% | Momentum 90:+8.4% | Dusuk oynaklik:+8.0% | Donchian 20/10:+7.7%
2026-09-21 14:25:49,AVAX/USDT,SMA trend 100,37.28,SMA trend 100:+37.3% | SMA trend 200:+34.5% | Momentum 90:+32.5% | MA kesisme 50/200:+31.4% | Momentum 180:+30.5%
2026-09-21 14:25:49,UNI/USDT,Dusuk oynaklik,103.81,Dusuk oynaklik:+103.8% | SMA trend 200:+94.1% | MA kesisme 50/200:+88.8% | Momentum 90:+88.0% | MA kesisme 20/100:+85.1%
2026-09-21 14:25:49,ENA/USDT,SMA trend 200,53.97,SMA trend 200:+54.0% | MA kesisme 50/200:+46.3% | SMA trend 100:+44.8% | Dusuk oynaklik:+39.2% | Momentum 180:+38.9%
2026-09-21 14:25:49,PROVE/USDT,MA kesisme 50/200,40.4,MA kesisme 50/200:+40.4% | Momentum 90:+40.3% | Donchian 55/20:+39.4% | SMA trend 200:+39.1% | MA kesisme 20/100:+37.8%
2026-09-21 14:25:49,ADA/USDT,Dusuk oynaklik,15.76,Dusuk oynaklik:+15.8% | MA kesisme 20/100:+11.2% | RSI 30/60:+7.7% | Momentum 90:+6.7% | SMA trend 100:+5.5%
2026-09-21 14:25:49,TAO/USDT,MA kesisme 20/100,26.58,MA kesisme 20/100:+26.6% | MACD:+26.3% | SMA trend 100:+25.5% | Momentum 90:+24.1% | Dusuk oynaklik:+22.1%
2026-09-21 14:25:49,ARB/USDT,MA kesisme 20/100,145.58,MA kesisme 20/100:+145.6% | Momentum 90:+144.0% | SMA trend 100:+131.3% | Dusuk oynaklik:+129.5% | SMA trend 200:+118.3%
2026-09-21 14:25:49,LINK/USDT,Dusuk oynaklik,14.75,Dusuk oynaklik:+14.8% | ATR kirilma:+13.9% | MACD:+13.9% | SMA trend 100:+13.1% | SMA trend 200:+11.9%
2026-09-21 14:25:49,BANK/USDT,SFP (likidite avi),19.28,SFP (likidite avi):+19.3% | ATR kirilma:+15.8% | Dusuk oynaklik:+13.4% | Donchian 55/20:+10.0% | MACD:+9.3%
2026-09-21 14:25:49,PEPE/USDT,Fair Value Gap,17.81,Fair Value Gap:+17.8% | Hacim-Fiyat Uyumsuzlugu:+16.4% | RSI 30/60:+14.5% | Dusuk oynaklik:+13.2% | MA kesisme 50/200:+3.9%
2026-09-21 14:25:49,ONE/USDT,Donchian 55/20,457.17,Donchian 55/20:+457.2% | MA kesisme 50/200:+435.1% | Momentum 180:+407.7% | SMA trend 100:+366.9% | Momentum 90:+363.4%
2026-09-21 14:25:49,U/USDT,Donchian 55/20,0.0,Donchian 55/20:+0.0% | RSI 20/50:+0.0% | SFP (likidite avi):+0.0% | Dusuk oynaklik:-0.0% | Donchian 20/10:-0.1%
2026-09-21 14:25:49,LTC/USDT,Dusuk oynaklik,23.3,Dusuk oynaklik:+23.3% | MA kesisme 20/100:+18.9% | SMA trend 100:+14.3% | Momentum 180:+12.5% | Momentum 90:+12.0%
2026-09-21 14:25:49,XLM/USDT,Dusuk oynaklik,17.15,Dusuk oynaklik:+17.1% | Kirilim-GeriCekilme-Toparlanma:+10.9% | RSI 30/60:+7.8% | Hacim-Fiyat Uyumsuzlugu:+6.0% | Fair Value Gap:+2.4%
2026-09-21 14:25:49,WLD/USDT,SMA trend 100,29.05,SMA trend 100:+29.0% | Hacim-Fiyat Uyumsuzlugu:+24.7% | RSI 30/60:+24.5% | MA kesisme 20/100:+16.7% | Momentum 90:+16.6%
2026-09-21 14:25:49,SAGA/USDT,Momentum 180,89.22,Momentum 180:+89.2% | Dusuk oynaklik:+87.0% | Momentum 90:+80.2% | SMA trend 200:+79.0% | SMA trend 100:+73.0%
2026-09-21 14:25:49,ONDO/USDT,Dusuk oynaklik,23.3,Dusuk oynaklik:+23.3% | Momentum 90:+20.8% | MA kesisme 20/100:+14.9% | SMA trend 200:+10.1% | SMA trend 100:+8.4%
2026-09-21 14:25:49,HBAR/USDT,MA kesisme 20/100,17.11,MA kesisme 20/100:+17.1% | SMA trend 100:+17.0% | Dusuk oynaklik:+11.3% | Donchian 55/20:+10.0% | SMA trend 200:+9.6%
2026-09-21 14:25:49,FET/USDT,MACD,33.27,MACD:+33.3% | Dusuk oynaklik:+26.1% | Destek/Direnc kirilmasi:+20.3% | ATR kirilma:+15.0% | SMA trend 100:+12.6%
2026-09-21 14:25:49,ZAMA/USDT,Donchian 20/10,96.02,Donchian 20/10:+96.0% | Donchian 55/20:+95.9% | SMA trend 50:+88.5% | SMA trend 200:+82.0% | Destek/Direnc kirilmasi:+80.7%
2026-09-21 14:25:49,TRX/USDT,Hacim-Fiyat Uyumsuzlugu,6.17,Hacim-Fiyat Uyumsuzlugu:+6.2% | Tepe/Dip (rejim uyarlanabilir):+3.2% | Dusuk oynaklik:+2.3% | Destek/Direnc kirilmasi:+0.5% | SMA trend 100:+0.3%
2026-09-21 14:25:49,SEI/USDT,SMA trend 200,28.81,SMA trend 200:+28.8% | Dusuk oynaklik:+21.9% | SMA trend 100:+21.1% | Major Trend Surucusu:+19.9% | MA kesisme 20/100:+19.7%
2026-09-21 14:25:49,TRUMP/USDT,Fair Value Gap,45.33,Fair Value Gap:+45.3% | SMA trend 200:+33.1% | MA kesisme 50/200:+32.0% | Momentum 180:+21.2% | MA kesisme 20/100:+17.3%
2026-09-21 14:25:49,CRCLB/USDT,Hacim-Fiyat Uyumsuzlugu,30.02,Hacim-Fiyat Uyumsuzlugu:+30.0% | MACD:+16.8% | ATR kirilma:+16.7% | Fair Value Gap:+6.1% | Donchian 20/10:+5.4%
2026-09-21 14:25:49,AAVE/USDT,Destek/Direnc kirilmasi,26.93,Destek/Direnc kirilmasi:+26.9% | MACD:+20.1% | Dusuk oynaklik:+15.2% | Donchian 20/10:+13.3% | MA kesisme 20/100:+11.7%
2026-09-21 14:25:49,XPL/USDT,Hacim-Fiyat Uyumsuzlugu,18.16,Hacim-Fiyat Uyumsuzlugu:+18.2% | Fair Value Gap:+17.6% | Bollinger 20/2:+16.6% | Tepe/Dip (rejim uyarlanabilir):+15.5% | Dusuk oynaklik:+15.4%
2026-09-21 14:25:49,PUMP/USDT,RSI 30/60,21.12,RSI 30/60:+21.1% | Order Block:+18.5% | SMA trend 200:+9.9% | Donchian 20/10:+9.1% | Fair Value Gap:+8.4%
2026-09-21 14:25:49,FIL/USDT,Dusuk oynaklik,44.85,Dusuk oynaklik:+44.8% | ATR kirilma:+40.7% | Destek/Direnc kirilmasi:+32.9% | MACD:+28.0% | SMA trend 50:+22.5%
2026-09-21 14:25:49,POL/USDT,MA kesisme 20/100,17.09,MA kesisme 20/100:+17.1% | SMA trend 100:+16.7% | SMA trend 200:+14.2% | MA kesisme 50/200:+13.7% | Donchian 20/10:+12.5%
2026-09-21 14:25:49,BCH/USDT,Hacim-Fiyat Uyumsuzlugu,5.33,Hacim-Fiyat Uyumsuzlugu:+5.3% | MA kesisme 20/100:+4.5% | RSI 20/50:+3.8% | Kirilim-GeriCekilme-Toparlanma:+3.1% | Dusuk oynaklik:+1.7%
2026-09-21 14:25:49,MARSCOIN/USDT,ATR kirilma,11.12,ATR kirilma:+11.1% | Dusuk oynaklik:+6.4% | RSI 20/50:+0.0% | Order Block:+0.0% | Kirilim-GeriCekilme-Toparlanma:+0.0%
2026-09-22 00:32:56,BTC/USDT,MACD,14.89,MACD:+14.9% | Dusuk oynaklik:+9.8% | ATR kirilma:+9.0% | Destek/Direnc kirilmasi:+6.1% | SMA trend 100:+5.8%
2026-09-22 00:32:56,ETH/USDT,Dusuk oynaklik,11.64,Dusuk oynaklik:+11.6% | Tepe/Dip (rejim uyarlanabilir):+10.8% | MACD:+9.7% | RSI 30/60:+9.4% | Destek/Direnc kirilmasi:+4.5%
2026-09-22 00:32:56,SOL/USDT,MACD,39.96,MACD:+40.0% | ATR kirilma:+25.5% | Dusuk oynaklik:+21.6% | Donchian 20/10:+20.9% | Destek/Direnc kirilmasi:+20.0%
2026-09-22 00:32:56,XRP/USDT,MACD,19.7,MACD:+19.7% | ATR kirilma:+15.6% | RSI 30/60:+13.6% | Dusuk oynaklik:+13.4% | Donchian 20/10:+8.2%
2026-09-22 00:32:56,ZEC/USDT,Dusuk oynaklik,83.44,Dusuk oynaklik:+83.4% | MA kesisme 50/200:+66.0% | Momentum 90:+58.1% | Momentum 180:+57.7% | Destek/Direnc kirilmasi:+56.4%
2026-09-22 00:32:56,NEAR/USDT,Dusuk oynaklik,125.77,Dusuk oynaklik:+125.8% | MACD:+98.5% | ATR kirilma:+83.4% | Momentum 180:+79.2% | MA kesisme 50/200:+77.9%
2026-09-22 00:32:56,DOGE/USDT,SMA trend 100,19.51,SMA trend 100:+19.5% | Momentum 90:+16.7% | Dusuk oynaklik:+16.7% | Donchian 20/10:+15.9% | MA kesisme 20/100:+14.2%
2026-09-22 00:32:56,SUI/USDT,SMA trend 100,41.06,SMA trend 100:+41.1% | MA kesisme 20/100:+35.4% | Momentum 90:+33.6% | Dusuk oynaklik:+32.1% | Donchian 55/20:+28.9%
2026-09-22 00:32:56,BNB/USDT,MACD,14.3,MACD:+14.3% | Momentum 90:+13.8% | Dusuk oynaklik:+13.5% | ATR kirilma:+12.0% | SMA trend 200:+10.2%
2026-09-22 00:32:56,PEPE/USDT,Fair Value Gap,31.96,Fair Value Gap:+32.0% | Dusuk oynaklik:+27.9% | Hacim-Fiyat Uyumsuzlugu:+16.4% | MA kesisme 50/200:+15.8% | SMA trend 200:+14.7%
2026-09-22 00:32:56,UNI/USDT,Dusuk oynaklik,105.39,Dusuk oynaklik:+105.4% | SMA trend 200:+94.6% | MA kesisme 50/200:+89.3% | Momentum 90:+88.5% | MACD:+88.0%
2026-09-22 00:32:56,AVAX/USDT,SMA trend 100,42.14,SMA trend 100:+42.1% | SMA trend 200:+39.3% | Momentum 90:+37.2% | MA kesisme 50/200:+36.1% | Momentum 180:+35.1%
2026-09-22 00:32:56,TAO/USDT,MA kesisme 20/100,42.56,MA kesisme 20/100:+42.6% | SMA trend 100:+41.3% | MACD:+40.7% | Momentum 90:+39.8% | Dusuk oynaklik:+37.9%
2026-09-22 00:32:56,BANK/USDT,SFP (likidite avi),19.28,SFP (likidite avi):+19.3% | ATR kirilma:+16.1% | MACD:+11.9% | Dusuk oynaklik:+11.5% | Donchian 55/20:+10.3%
2026-09-22 00:32:56,ENA/USDT,SMA trend 200,38.55,SMA trend 200:+38.5% | Dusuk oynaklik:+34.6% | MA kesisme 50/200:+31.6% | SMA trend 100:+30.3% | Donchian 55/20:+26.4%
2026-09-22 00:32:56,ADA/USDT,Dusuk oynaklik,17.92,Dusuk oynaklik:+17.9% | MA kesisme 20/100:+13.2% | MACD:+9.5% | Momentum 90:+8.7% | RSI 30/60:+7.7%
2026-09-22 00:32:56,LINK/USDT,ATR kirilma,18.24,ATR kirilma:+18.2% | SMA trend 100:+18.0% | SMA trend 200:+16.7% | Dusuk oynaklik:+15.7% | Destek/Direnc kirilmasi:+13.2%
2026-09-22 00:32:56,ARB/USDT,MA kesisme 20/100,130.62,MA kesisme 20/100:+130.6% | Momentum 90:+124.6% | Dusuk oynaklik:+124.0% | SMA trend 100:+117.2% | SMA trend 200:+105.0%
2026-09-22 00:32:56,ONE/USDT,Donchian 55/20,411.96,Donchian 55/20:+412.0% | MA kesisme 50/200:+408.6% | Momentum 180:+380.8% | SMA trend 100:+342.1% | Momentum 90:+338.8%
2026-09-22 00:32:56,U/USDT,Donchian 55/20,0.0,Donchian 55/20:+0.0% | RSI 30/60:+0.0% | RSI 20/50:+0.0% | SFP (likidite avi):+0.0% | Dusuk oynaklik:-0.0%
2026-09-22 00:32:56,LTC/USDT,Dusuk oynaklik,23.1,Dusuk oynaklik:+23.1% | MA kesisme 20/100:+21.2% | SMA trend 100:+16.5% | Momentum 180:+14.7% | Donchian 20/10:+14.5%
2026-09-22 00:32:56,XLM/USDT,Dusuk oynaklik,22.52,Dusuk oynaklik:+22.5% | Kirilim-GeriCekilme-Toparlanma:+10.9% | RSI 30/60:+7.8% | Hacim-Fiyat Uyumsuzlugu:+6.0% | Destek/Direnc kirilmasi:+4.6%
2026-09-22 00:32:56,WLD/USDT,SMA trend 100,31.91,SMA trend 100:+31.9% | Hacim-Fiyat Uyumsuzlugu:+24.7% | RSI 30/60:+24.5% | MA kesisme 20/100:+19.3% | Momentum 90:+19.2%
2026-09-22 00:32:56,ZAMA/USDT,Donchian 55/20,82.13,Donchian 55/20:+82.1% | SMA trend 50:+75.3% | Donchian 20/10:+75.2% | SMA trend 200:+69.2% | Destek/Direnc kirilmasi:+68.0%
2026-09-22 00:32:56,ONDO/USDT,Momentum 90,29.44,Momentum 90:+29.4% | Dusuk oynaklik:+24.3% | MA kesisme 20/100:+23.2% | Donchian 55/20:+18.9% | SMA trend 200:+18.0%
2026-09-22 00:32:56,TRUMP/USDT,Fair Value Gap,14.73,Fair Value Gap:+14.7% | MACD:+7.6% | SMA trend 200:+1.9% | MA kesisme 50/200:+1.1% | RSI 30/60:+0.7%
2026-09-22 00:32:56,CRCLB/USDT,Hacim-Fiyat Uyumsuzlugu,31.86,Hacim-Fiyat Uyumsuzlugu:+31.9% | MACD:+19.2% | ATR kirilma:+14.3% | Fair Value Gap:+6.1% | Donchian 20/10:+4.3%
2026-09-22 00:32:56,FET/USDT,MACD,33.37,MACD:+33.4% | Destek/Direnc kirilmasi:+25.6% | Dusuk oynaklik:+25.5% | SMA trend 100:+17.5% | ATR kirilma:+13.9%
2026-09-22 00:32:56,TRX/USDT,Hacim-Fiyat Uyumsuzlugu,6.17,Hacim-Fiyat Uyumsuzlugu:+6.2% | Tepe/Dip (rejim uyarlanabilir):+3.2% | Dusuk oynaklik:+2.4% | SMA trend 100:+0.1% | Destek/Direnc kirilmasi:+0.1%
2026-09-22 00:32:56,AAVE/USDT,Destek/Direnc kirilmasi,27.13,Destek/Direnc kirilmasi:+27.1% | MACD:+19.7% | Dusuk oynaklik:+17.1% | Donchian 20/10:+14.7% | ATR kirilma:+14.2%
2026-09-22 00:32:56,SNDKB/USDT,Momentum 90,22.5,Momentum 90:+22.5% | Dusuk oynaklik:+17.5% | MA kesisme 20/100:+9.0% | Donchian 55/20:+8.3% | SMA trend 200:+5.9%
2026-09-22 00:32:56,PHA/USDT,Dusuk oynaklik,202.7,Dusuk oynaklik:+202.7% | MA kesisme 50/200:+74.7% | Momentum 90:+66.9% | SMA trend 200:+65.4% | ATR kirilma:+63.4%
2026-09-22 00:32:56,XPL/USDT,Bollinger 20/2,20.21,Bollinger 20/2:+20.2% | Hacim-Fiyat Uyumsuzlugu:+18.2% | Fair Value Gap:+17.6% | Tepe/Dip (rejim uyarlanabilir):+15.5% | Dusuk oynaklik:+14.2%
2026-09-22 00:32:56,PENGU/USDT,MA kesisme 50/200,17.46,MA kesisme 50/200:+17.5% | SMA trend 100:+15.4% | Momentum 180:+14.7% | Momentum 90:+14.2% | Bollinger 20/2:+12.7%
2026-09-22 00:32:56,PUMP/USDT,RSI 30/60,21.12,RSI 30/60:+21.1% | Order Block:+11.1% | Fair Value Gap:+9.8% | Bollinger 20/2:+8.4% | Donchian 20/10:+4.6%
2026-09-22 00:32:56,HBAR/USDT,MA kesisme 20/100,22.79,MA kesisme 20/100:+22.8% | SMA trend 100:+22.7% | Donchian 55/20:+15.4% | SMA trend 200:+14.9% | Dusuk oynaklik:+11.0%
2026-09-22 00:32:56,SEI/USDT,SMA trend 200,28.62,SMA trend 200:+28.6% | Dusuk oynaklik:+22.6% | SMA trend 100:+20.9% | MA kesisme 20/100:+19.5% | Major Trend Surucusu:+18.5%
2026-09-22 00:32:56,XAUT/USDT,RSI 20/50,0.2,RSI 20/50:+0.2% | Tepe/Dip (rejim uyarlanabilir):-0.2% | Kirilim-GeriCekilme-Toparlanma:-0.3% | Hacim-Fiyat Uyumsuzlugu:-0.7% | RSI 30/60:-1.0%
2026-09-22 00:32:56,BCH/USDT,MA kesisme 20/100,7.78,MA kesisme 20/100:+7.8% | Hacim-Fiyat Uyumsuzlugu:+5.3% | RSI 20/50:+3.8% | Kirilim-GeriCekilme-Toparlanma:+3.1% | SMA trend 200:+3.1%
2026-09-22 00:32:56,APT/USDT,MA kesisme 20/100,40.93,MA kesisme 20/100:+40.9% | Momentum 90:+36.0% | Dusuk oynaklik:+35.4% | Donchian 55/20:+33.9% | Destek/Direnc kirilmasi:+31.1%
